Comment,Rating,Date
Went for the first time yesterday to celebrate my birthday and had such a wonderful experience.  The food was of course amazing but what really stood out was the customer service and kindness of the entire staff.  From the moment we checked in to the time we left everyone was so pleasant and caring.  Would highly recommend for a special occasion.,5.0,"Apr 9, 2021"
"We can't thank you enough for choosing Fogo, Sandra! Your support means so much, as does your patronage. We can't wait to have you back in! ",5.0,"Feb 8, 2018"
"I've been looking at this place for months and finally decided to make reservations during restaurant week (02/07/2018). This place was amazing with a beautiful interior. Service was excellent; servers are very attentive, and very polite. Food was great; all you can eat salad bar including white rice, black beans, and soup. The appetizer were these delicious little cheese breads, and while you eat they serve you a side of mashed potatoes, polenta fries, and sweet plantain. The meat selections were great, I tried all the ones that came by my table. Some steaks I liked better than others but that depends on your flavor. Dessert was good too, had to take it to go, we were stuffed.Overall great experience. Hubby and I were very impressed. We definitely will be returning!",5.0,"Feb 7, 2020"
"Came during Restaurant week, was seated right at time of reservation. The service was outstanding,  never a moment where i had an empty plate. The food met my expectations from the market sides down to the meats! Definitely worth comjng for the buffet, recommend fasting the whole day, and go all out!",4.0,"May 12, 2018"
"Pro: Good meat, nice welcoming hostess and nice decor. Con: Overprice, mediocre service from waiter.",3.0,"Dec 24, 2016"
"Came here for my brothers graduation, he heard this place from a friend. A bit pricey about $60 a person for the all you can eat. The buffet selection was very limited, I did like the pasta salad. The ribs was the best my opinion but I felt like they kept coming by with the meat that wasn't that popular and the better quality meat was coming out less. Got a free dessert for my brothers graduation and paid for the other dessert which was flan and chocolate molten cake. The cheesey bread is sooo delicious! And the polenta with Parmesan is delicious as well. The website shows seafood but I believe that was additional because I didn't see them come around with any fish. Very large space, I made a reservation just in case via their website.",3.0,"Jul 5, 2015"
Nice place to eat. Maybe a little to expensive for what it is.When you have a bill for $400 3 Poeples I expect something better then this.... Careful guy's to wear dark cloth because for sure you will have some oil on it.The toilette omg I'm sad I can't post a picture so dirty it was !!!,3.0,"May 21, 2017"
"Bread is dry , service is whatever they don't seem thrilled to be there and the only meat worthy is the picanha.... have eaten at fogo many times in houston, was much better. Nyc isn't the place to have steak anyways",3.0,"Apr 4, 2019"
"This is meat heaven.I came here with a friend on a saturday night during peak time. You need to reserve, it makes life easier. We were able to be seated right away since we reserved while everyone else that were walk-in had to wait. Service is good. If you just watch the waitstaff, you will see that they have been doing it for a long time and their actions are all smooth while moving at such fast pace. The food is just amazing. It doesn't stop once you flip the card over to ""green"". Def a place to bring friends/party to",5.0,"Nov 18, 2017"
"We had a great experience here as a big group for restaurant week. The restaurant week deal for $42 (which didn't include lamb chops and a couple of other premium cuts) was an excellent deal, and the fact that South American wines were 50% off (Wine Wednesdays) was a nice surprise. The ""market table"" buffet in and of itself can make a delicious and satisfying meal -- fresh salads, beautiful produce, cured meats, cheeses, fruit -- and the vegetarian at our table agreed. All of the grilled meats I tried were excellent. Ate almost to bursting. Waiter was a bit pushy, trying to upsell on a more expensive wine, but overall service was very good. Would return.",4.0,"Aug 12, 2018"
"Honestly, this place is a little too much for me. I've gone here a couple of times, because my boyfriend loves it ! Personally, I'm just not a huge meat eater, and this place serves about the entire farm. Fine cuts of all different meats, chicken, 3-4 different cuts of beef, pork, etc. but I just can't keep up with the big boys. They serve endless amounts of whatever you want. I do however love their customer service, ambiance, and salad bar. Even if you're not a huge meat eater they offer an amazing variety of cheeses, salads, and toppings etc. along with some sides brought to your table. I definitely recommend this place if you enjoy meat. It's pricey, but worth it if you can eat your fair share.",4.0,"Aug 1, 2017"
"My first time dining here was for my birthday on a Friday night. My partner made a reservation in advance to celebrate. Upon entering, you are able to tell there is chaos awaiting at the welcoming booth. There were too many people waiting at the door and by the booth. Staff at the booth were not attentive which made the wait to check-in even longer. After waiting ten minutes to be acknowledges, we were seated 15 minutes later. Not bad. Now the seating was not my favorite. The seating space was very limited. People were weaving in between tables to get from the buffet area to the bathroom. The staff were ok. The food was delicious. It was so good I wanted to take some home. It is there policy you can not take food to go unless it is dessert.",3.0,"Mar 21, 2020"
"Tay, we always want our ambiance to be relaxing and enjoyable for our guests, so it's surprising to hear otherwise. While we are happy to hear you enjoyed your meal, we hope to work towards your complete satisfaction. Kindly send us your phone number and availability at info@fogo.com. Thank you. ",5.0,"Jul 26, 2017"
This was an amazing experience! Took my husband here for his birthday on NYC Restaurant Week! They treated us so special. The food was soooo delicious. The steaks were cooked perfectly! The ambience is very nice you can hear yourself talk. I will definitely be back for another round!,5.0,"Feb 18, 2017"
"We had a good experience in the beginning and then it turned terrible. I Definitely feel like we were racially profiled. Some guy( I guess he was a manager), Was hanging out by our table while the bill was being taken care of as if he thought we were going to run out. We paid $250 PLUS tip with ZERO problem. But he stood over us and was looking around, as if to warn someone we were about to run. Food was great, service was good until the end. I regret even tipping and I have half a mind to report it to my card company and get a refund. I will never return here.",1.0,"Dec 27, 2018"
"I've known of Fogo de Chao for a while, but somehow i never went. Somehow, the idea of a LIMITLESS MEAT BUFFET OF AWESOME seemed daunting.But i'm so glad I finally went! I came here for the Restaurant Week dinner special (featuring amazing meats like garlic steak, parmesan pork, lamb, you name it)- SO worth it. Plus, you even have access to that amazing salad bar, filled with various veggies/salads, as well as meats. (Their smoked salmon was THE BOMB by the way)The idea is very simple too- simply flip your card to green if you want the server to bring you meat, flip to red if you need a break and massage your belly as you contemplate how much more you can possibly eat.To really take advantage of this place, you really need to have a big appetite. I unfortunately was not on my A game and got filled up super quickly :(The service/food is great, and its a great place for families! Perfect for entertaining guests/satisfying your appetite for delicious meats!",4.0,"Aug 17, 2014"
"The experience my wife and I had there was excellent from the great food to the attentive service, management was also around the two hours we spent there at dinner,we definitely will suggest the Restaurant to all friends and colleagues.dessert was fantastic from créeme brûlée to ny cheese cake . Best dinner in a long time .",5.0,"Mar 26, 2018"
"I visited Fogo De Chao during restaurant week in August. Dinner was $38, but I got $5 back since I used my American Express credit card. The food was good but I've had better. I thought most of the beef was very tough to chew. The salad bar was good but not very memorable. The service was also very friendly. I honestly would not come here if I had to pay full price which is $59.50. yikes! I've had better Brazilian steakhouses for a third of that price.",3.0,"Sep 23, 2014"
"I got here with a friend after traveling from Boston to NY and had a pretty late dinner. For some reason, I felt like the salad bar was lacking at this location compared to other Fogos. I'm not sure if it's all in my mind or if I'm lowkey confusing it with Chima. That was pretty much the only thing I noticed. Service was great -- especially for it being damn near closing time. Plus there's an elevator from the lower level to the main doors on the top floor which was very helpful to me since I pretty much had to waddle my ass out of there after spending an hour stuffing my face.In summary,Unlimited steak+An always filled glass of Perrier and lime+ great service and constant attention from the staff=a very happy Jemima :)",4.0,"Dec 13, 2016"
"Been going here for years and it is da BOMB!! So good, great service, and has the largest selection of meats compared to Texas de Brazil. The lamb chops are to die for... well anything lamb actually and the house special is not too far behind either!! So so good, I deffinetly recommend it's!!",5.0,"Dec 14, 2019"
"Basically the restaurant is great that meat is juicy and fresh. The baffet covers tens of proteins and the veggies and fruits and other stuff like cheese bread are tasty as well. Environment is wonderful that it makes people cozy and service is hospital. A bit downside of this place is that they bring up proteins in a very fast way so that u will get full in 20 minutes, that's a bit pushy. Overall great anyhow.",4.0,"Oct 15, 2019"
"I've been prolonging this review for ages. I actually suggested coming here cuz of all the great reviews. We went there for lunch since there's no way I'd ever spend over $60pp on a buffet. Mass produced food is always going to be disappointing no matter what price point but I still had high expectations. I've been to the other Brazilian restaurant in midtown as well. I was contemplating just going with the salad bar even though L really wanted me to try the meat. Our waiter technically decided for me as he assumed we both wanted the full buffet after he asked us whether it was our first time...Yes it was, but that doesn't mean everyone wants the full buffet. 1 star off..We headed towards the salad bar. Grabbed some cucumber salad, mozzarella, manchego cheese, prosciutto, smoked salmon... Bacon... L was here for the meat so he didn't really bother with the salad bar. Our waiter brought us the complimentary cheese bread, mashed potatoes, polenta and caramelized bananas. I tried their cheese bread which probably was the best thing I ate during lunch. I didn't touch the other items. I know smoked salmon is supposed to be a lil salty, but it was way over seasoned for me. It wasn't thinly sliced either and it didn't taste very good. Everything from the salad bar was over-seasoned so I only had a little sample of what I brought. It needed some acid to cut all that salt. It all started to taste the same. The prosciutto was horrible, it was so thickly sliced. When have you ever had thick sliced prosciutto??? It was chewy. I couldn't swallow it so I had to spit it out. Prosciutto needs to be paper-thin! Salad bars should have fresh items to brighten the palate, but everything was so heavy and one note. Bacon was ok.. But once again, more salt. At this point I should've just looked for some plain lettuce to nibble on. Service was excellent, very attentive, they refilled our water glasses constantly. I think I drank over 7 glasses with all that salt in the food and I barely ate anything. If you're looking for a particular cut, they will gladly bring it out to you. I ate one piece of lamb chop and perhaps half a slice of steak and I was done. Salt overload. My stomach could not handle anything else. All I wanted was glass after glass of water. The lil food I ate actually made me so sick. At least the lamb chop wasn't overly salty, but the steak wasn't that good. I gave it to L. I don't recall which cut it was, but I can make a fantastic steak at home. Anyone can, it's pretty easy with the proper equipment. This is why I didn't care for the full buffet. L didn't eat as much as he normally could, he agreed that the food was overly salty, but it doesn't bother him as much as it does for me. I was hoping that he could consume more just to offset my lack of dining, but he didn't want to get sick. My meal mostly consisted of their free water, hopefully it was filtered since it didn't taste that bad. I can totally understand the price reductions or the cheaper menu options that they have right now after we dined at the restaurant. Seriously they need to stop over-seasoning everything. It's not healthy. Use fresh herbs. Different spices. Salt should not be the main ingredient. Maybe some lighter options at the salad bar. My stomach felt queasy the whole day/night. Not a great feeling while walking around Manhattan. About 6- 7 hours later, I was able to eat again and I couldn't believe how delicious a slice of pizza at My Pie tasted after consuming the worst meal I've had in my adult life. The owners at My Pie are committed to using quality ingredients.I'm not a fan of buffet restaurants in general, but it still bothers me even today how an $8 Chinese lunch buffet in Long Island is more enjoyable and didn't get me sick compared to Fogo's $40 churrasco experience. An experience I hope I never have to repeat. You'd have to pay me to eat there. I would never recommend Fogo de Chao, not to friends and definitely not to donors.Totally overrated. Salad bar was extremely disappointing. Not much of a selection. All the prepared salads are full of salt. The meat's kinda bland except for...the salt. High prices, huge restaurant in Midtown does not equal fresh, quality ingredients. It was fairly empty except for a couple of tables during lunch which is always a terrible sign. I just don't understand why this place is rated 4 stars.. 3 stars I could understand but not 4. It's not even that nice inside.Sadly I actually do have to come back and review them once more. Hopefully it'll be better for dinner than lunch. I'll update after my visit.",1.0,"Aug 23, 2016"
"My boyfriend took me here for my birthday dinner before seeing the tree lighting and I was truly blown away, everything from the food to the decor is incredible. The customer service is incredible as well, they're very attentive and more than accommodating. Our favorite was the Parmesan crusted pork, it's amazing!! And I recommend going there on an empty stomach, we had a light lunch a few hours prior and could barely get through half of it, lol! Enjoy!!!",5.0,"Dec 6, 2019"
"Having personally been to the Chicago location some years ago, we noticed Fogo de Chao in Manhattan was participating in restaurant week so we booked a reservation.  It was exactly as good as I remembered it.  The spot is enormous (3 floors), with modern beautiful decorations throughout.  You start off with access to the salad bar which had anything you could want and once you're finished you have the option to ""turn on"" your delivery about 10 different meats as the servers stop by randomly. The meats are all cured and cooked with perfection and absolutely delicious.  The ""chicken lollipops"" were the best we've ever had in addition to the lamb and a few other cuts.  It was on the expensive side even though we ordered from the restaurant week menu but regardless we would absolutely recommend Fogo de Chao!",5.0,"Aug 17, 2019"
"My girlfriend and I went for Valentine's Day and were in heaven.If you've never been, you HAVE to go. So much delicious meats, it's insane. The salad bar is full of great stuff too, but really it's all about the meats. Each one that comes out is more delicious than the rest. Don't fill up too much on salad bar stuff, because it's all about meats (and the delicious cheesy bread is super important too) But in case I haven't said the word enough... MEAT!",5.0,"Feb 18, 2017"
"This is by far the best dining experience I've had in NYC!  I've come here for lunch twice and each time the staff are so friendly and attentive. The salad bar is enough to fill you up so you don't even need to eat any of the Brazilian meats. They have a variety of cheeses, fruits, veggies, it's endless. On top of that you also get potstickers, plantenes, mash as sides. If that wasn't enough, when you're ready you turn your card over and the waiters come to you one by one with different meats ranging to Parmesan crusted pork, sirloin, bacon wrapped chicken, beef, and more...The managers and waitstaff are always checking up on the table to ensure you are happy with food and get you anything you need.At the end you also get desserts and coffee but we were already to full to have that. Definitely come here on an empty stomach as it will be a true feast!",5.0,"Sep 20, 2014"
"Amazing steakhouse for restaurant week. The cheese biscuit was a little chewy but good. I was recommended the picahna steak by my coworker and it turned out to be so good that I kept asking for more. Since this was my first time coming I was not expecting such a good service. There was also a big salad bar in the center, but since I'm at a all you can eat steakhouse I didn't spend any time over there. Next time I come back I will make sure to visit the salad bar.",5.0,"Aug 10, 2019"
"Just to start things off - I tried to apply for a job here once, and no, I didn't get the position. But when I look at it I'm Sooo glad I didn't! It's NOT like home style Brasilian cooking... with that soul, that flavour! And get this - the people that work there are NOT Brasilian either. Eu sou Brasileiros (I am Brasilian), and I know how Brasilian food is cooked and is suppose to taste. Maybe they mean Brasilian ""Inspired"" or ""Fusion,"" but the flavours remind me more like a Spanish American dish, the way Dominicans or Puerto Rican people cook Smh  Even where I'm working now washing dishes and prep cooking, I work closely with a BRASILIAN chef and BRASILIAN employees who know our culture's cooking - Fogo de Chão doesn't compare. However, I didn't wanna seem sour about not getting hired here, so I just figure I have extra dough in my pockets these days, and want to splurge - why not see what's the big deal here... And lo and behold! I Wasn't Missing Anything At All LMAO!  I ordered the braised beef rib slider, with caramelized onions, smoked provolone, on a brioche bun, trust me, wasn't anything special. Their feijoada wasn't that great neither. In case you don't know what ""feijoada"" is, it's a black bean stew, with sausage and beef, spices and herbs. I think the spices were there... but the stew was TOO damn soupy, and some the beans kinda mushy, so I don't know... Not how I usually make a black bean stew, unless I'm heading for a lukewarm tasting bean soup or chilli like Fogo de Chãos' nasty mess... Ewww. And what kills me most - it's a Brasilian Steakhouse... with no Brasilian cooks!? Whatsoever! Folks, don't waste your time or money here. Half that stuff they making there you can make at home with the right ingredients. Funny how NYC restaurant employers and staff are so busy trying play racist and favouritism amongst who they hire or serve (especially when you're a dark-skinned, Black/Latino man like myself), but none of these bitch asses know how to cook a good meal Smfh But we all know that old saying goes: 'when one door closes, another opens.' Lol I just won't be opening Fogo de Chãos' doors for anymore of that food to order or eat. And no, I wouldn't recommend this place to anyone either. Three stars is good enough. I started to give two or one.",3.0,"Feb 28, 2019"
Incredible great food . A steal for the price during restaurant month . The buffet itself is unbelievable . The restaurant is really beautiful . Service is great and friendly . All meats were soooo good ! They have also great happy hour at the bar area ! A MUST go visit restaurant,5.0,"Jul 20, 2019"
Came here for my birthday dinner and this place did not disappoint.  Many different types of meat just keep coming to your table until you say stop which is awesome! The salad bar was filled with fresh salad and cheeses.  Most reviews rave about the cheese bread which I did not have because I don't like cheese.  But everyone at my table couldn't get enough of it.  The only bad thing about the dinner was it felt like the same meats kept coming and I didn't get a chance to have rabbit.  Pricey restaurant but it's definitely worth it for meat eaters!,4.0,"Oct 19, 2016"
Food tastes good. Service good. But I would say this location is a lot smaller than their other locations that I went to.,5.0,"Oct 30, 2019"
Went there to celebrate a friend birthday. We were a table of more than 11 people. The service is impeccable. The food is definitely cooked to your liking. To my friends that would love to taste all kinds different of meat under one rooftop at the same price should definitely consider giving this place a chance for trial. Will worth every Penny spent! GUARANTEED,5.0,"Feb 19, 2019"
"Gorgeous atmosphere. Is it pretty spacious yet romantic?  5/5Was planning on going to Texas De Brazil but realized, it moved or went out of business, so my friends and I came here for restaurant week (you get all the same things but at a discounted rate - I believe it's about $15 cheaper - make your reservations in advance).  Things I liked. The beef, sirloin was my favorite along with the lamb. We kept asking for the edge pieces. Must get those charred edges. The cheesy bread upon arrival was pretty bomb.I've been to several Brazilian restaurants, and this one was underwhelming. Other places, had lobster bisque, grilled pineapple, and chicken hearts. The salad bar wasn't all that exciting, there were a lot of cheese options and cut up fruit. I'd come here for restaurant week but I don't know if I'd pay full price for Fogo. #noFomo",3.0,"Feb 7, 2017"
I came here for restaurant week. It's the best deal for restaurant week of all of the restaurants I think because you normally pay $66 a person and for restaurant week you pay $42. The only thing is you can't get filet minon and a few other special meats. However there is still a huge variety of meat you can try! They also have a decent sized salad bar with really delicious greens and fruits and cheeses to go with your meat. They also served mashed potatoes and sweet and fried plantains to the table. The waiters come by really quickly with skewers of juicy meat. The service was excellent. The food was delicious. It was a great dining experience and a really sweet spot for a special occasion!,5.0,"Jul 28, 2018"
First reviewWent with my 10 year old daughter Fourth of July weekend. Service was attentive without being overbearing. Salad bar had many options and was fully stocked. Steak was melt in your mouth tender and perfectly seasoned. I will return with a full compliment of grown hungry men next time!!,4.0,"Jul 5, 2017"
Camilla was exceptional and welcoming as soon as we sat down - the food is amazing and the service is top notch! We always come back because we know it's going to be an incredible dining experience! Definitely visit and make a reservation in advance.,5.0,"Jul 2, 2019"
Abundant meat.  It was a feast.  Great options at the salad bar as well. Can't go wrong with this.  Some of the meat was a bit dry that's the only weakness.,4.0,"Aug 16, 2019"
"Awesome food. I love the steak and the variety of meat that they serve. The salad bar is also worth going back and forth for. Everything is fresh and you could tell that they were prepared very well and intricately. Giving this place 3/5 because as the service was fine, some of the servers kept bumping in my chair during dinner and was very unapologetic about it. For a place like this, I was expecting they would be more mindful about details in service as such. I would still back, anyway.",3.0,"Feb 11, 2017"
"If you are the type of person that identifies with the Louie CK quote ""The meal isn't over when I'm full. It's over when I hate myself."", then you will have the time of your life here. Luckily I fit squarely into this category so I was in heaven for 30 minutes before being relegated to food coma purgatory. This place reminds me of Bacchanal in Las Vegas, where you can have a similar experience.This place has an unnecessarily huge entrance which leads down to the main dining area. Kinda like the surrounding banks in Midtown with their imposing but empty lobbies designed to impress. It was like a metaphor for the sheer scale of the meats offered here.Y'all know the drill here. Flip the dual sided card green side up for more meat, and red if you want a break. The waiters were really good about bringing the meat promptly and filling up your plate, but seemed deaf to or were unsympathetic to my repeated pleas for ""medium-rare"". I kept getting the parts of the meat on the outside, which may suit some folks but to me is too burnt, well-done, and salty. Regardless, half the cuts I got were tender and tasted great.The restaurant week dinner special was $43 for 10/16 meats which was a pretty good deal to eat here. You'll be missing out on the filet mignon and lamb chops but there's still plenty of variety. They do go around more than once, in contrast to what one of the reviewers said below. It also comes with dessert so save some room in yo stomach for that.",4.0,"Jan 30, 2017"
"This is so far the best Brazilian steakhouse I have been in NYC. Service is very good, staff is very polite, quality and taste of the meat are amazing! If you love Brazilian barbecue, or if you would like to have a rodizio, all you can eat, experience for the first time in NYC than you should visit Fogo de Chao.",5.0,"Apr 5, 2015"
"Beautiful restaurant especially love the light fixture hanging above the salad bar.Service was prompt; hostess and servers were friendly. Food - they give a few starters for your table which includes cheese bread (super light and fluffy with a hint of cheese in the lining. Taste reminded me of a cream puff/ pop over. But it's definitely worth the taste!), yucca fries, mash potatoes and fried plantains. The salad bar was small in selection but each item was super fresh. Highlights were the smoked salmon, mushrooms, quinoa, pickled red tiny peppers, baby lettuce and more. The meats were well seasoned but some were too seasoned. I especially like the lamb cut and the sirloin steaks. The meats kept coming so it was hard to keep tab of what is what but when they said house special, it was truly special.Dessert was disappointing! Chocolate mousse cake tastes like plastic. Key lime cake was bleh. I never went to a Brazilian steakhouse before so the whole experience was very unique indeed! But the standard price is expensive so restaurant week is worth it!",4.0,"Mar 4, 2015"
"I recently went to Fogo to celebrate my daughter's birthday. The restaurant is clean and beautiful. The bathroom was extremely nice and clean!!The hostess was nice. The servers were all so nice and welcoming. The meat was delicious. Everyone in my party loved the food.My only negative, I didn't love the buffet choices but it wasn't a big deal. The mashed potatoes that comes as a side was very good! The lamb was my favorite!!!We will definitely return! Thank you Fogo for giving my daughter a wonderful birthday experience!!!",5.0,"Aug 3, 2019"
"Delicious!midtown location, my friends made reservations for a big table (about 16) this June Saturday, and we were seated together right away.Interior is elegant, ambience comfortable.I liked the salad / starter bar a lot, as although it wasn't huge, the selection was nice, and layout was pleasingZ  Highlights were the watermelon and cheese salad, and the wheel of parmagiano.Table bread was hot cheesy goodness!The meat was delicious!  Service pace was perfect for me, and I wasn't able to (nor did I plan to) try every piece of meat available.  My favorite was easily the lamb (chops and another cut), but every piece of meat was tasty.Perfect place to bring people.",4.0,"Jun 17, 2017"
The quality of the meat served    is really good but the service is so slow and people working there are really rude (not all of them btw ). Some   servers will pass  your table like they are going to take the train during rush hour. You need to beg to have a decent piece of meat.Lack of management and training for sure.  I saw a couple seating next to my family leaving after more than 10 minutes of people ignoring them.  I won't be back there again after this poor experience.,1.0,"Dec 28, 2019"
"This is a solid 4.5 stars.  I am a big fan of churrascaria and my wife suggested we try this place.  My only knock on this place is that the salad bar is weak compared to other similar venues like Plataforma on 42nd (oh and they forgot to bring us our cheese bread) but hey, you don't eat at places like this for the salad.The meats were excellent on the day we went.  Everything from the numerous cuts of beef, chicken in bacon, sausages, pork loin and pork chops were perfectly seasoned and cooked well.  The servers also knew exactly which part of the meat to cut from to get the desired doneness.  The consensus favorite was the baby lamb chops.  We brought the poor guy back to our table about 5 times.  Side dishes were pretty meh but again, we're here for the meat.Desserts were really good here, especially the flan and the tres leches cake.  Service was excellent and they made sure we got to try everything we wanted and got us those cuts we wanted to eat again almost immediately.  Brazilian BBQ isn't exactly the cheapest meal but I felt that I got my money's worth here.  Definitely worth a try and I'll be back.",4.0,"Feb 17, 2015"
"Came here for a Saturday lunch when my Dad was visiting the city.Made the reservation on the Monday before and there were already limited options available. Apparently the special lunch price is only applicable from Sunday-Friday. Saturday has dinner prices all day at $62.95 per person. On the expensive side, but worth it for family. Would recommended coming during a restaurant week promotion or weekday lunch at $40 per person.You have a little card with a red side and green side. When the green side is up, prepare yourself for non-stop slew of meats coming to your table. Lamb, steak, chicken cooked in all different forms will appear in front of you. They advertise 14 different meats, but we only saw about 8 kinds. After eating all the meats, it got to the point where you seriously need some greenery in your system. Luckily the salad bar is pretty good. Different quinoa salads, beet salads, roasted/grilled vegetables, smoked salmon, avocado halves, bread, and soup.If you still have space and decide you want dessert, ask for the dessert menu. I was expecting a normal paper menu. Instead, the waiter came out with 8  desserts on a giant tray. My eyes almost fell out it all looked so delicious. Unfortunately we were too full, and decided not to order any.",4.0,"May 20, 2016"
Food was delicious! Ate so much...so many different cuts of meat. Meat heaven! Definitely coming back very soon!,5.0,"Jun 1, 2019"
"This is my 3rd Fogo's location and this one is by far the most fancy. The interiors wows definitely wows! Space is beautiful but they forgot about the restrooms it looks like...Restrooms only had one stall....REALLY?! My friend had a wedding dinner here and I was told that the reservation process was painful.  We had almost 20 ppl, you would think they would jump for that type of business....We were packed like sardines in our table. All our chairs were touching and it was impossible to get out at all....I literally had to jump and hop into and out of my seat to get out...Waiters were good with refilling appetizers.  A positive compared to other Fogo locations, but that's it.  The other negatives still hold true....Servers are rude when serving you different cuts of meat.  They get mad when you say no or don't leave enough space on your tables.Most of them know nothing about the meats they're serving.  When you ask to clarify, they snap at you!Geez....I would like to know what I'm eating...I also hate how they rush you to leave when you're time is up.  They clean up all your plates without even asking you, and everything you requested for food is totally ignored....Time after time, this has happened.  I'm glad there are other restaurants out there giving Fogo a run for their money now....",3.0,"May 23, 2014"
This place had an amazing atmosphere with a great waitstaff. The manager even came over a few times just to check on us. The food was well flavored and melted in your mouth. I would recommend this experience to all.,5.0,"Dec 17, 2019"
"TLDR: Good, but not great and pretty pricey. Place is huge. Staircases almost remind me of something Escher like. Dranks:Maybe bartender was having an off night but my Manhattan was bleh (and I just came from another bar with tasty ones)  and my caparinha had probably an entire lime in it, couldn't even finish it. I had my friend try it without telling him and it was funny watching his face when the bitterness hit. Cocktails shouldn't be funny. Alcohol is serious business! They also took quite awhile to come.You start off and it's like going into battle (in a good way). Literally just minutes apart someone is dropping off more meat! Its great. You try to keep pace lol. Its like you are fighting off the hordes of meat and your belly is your only defense. Best meats: bottom sirloin (super duper good), pork rib was great too but hardly comes around (came once and I asked for it a 2nd time), and beef rib was decent but I had to ask for it a few times and it only came at the end when I was reallllllly full. Also, the mashed potatoes are heaven. I usually never eat them at a place like this as they just take up meat space buuuut I couldn't help myself as they were very good. Not so good: the house steak (skip it) and the ""pricier"" cuts. Never had filet where I thought ehhhh s'okay. Sirloin was wack, ribeye was ok, but it's ribeye, should be drool worthy. So even though they offer higher quality meats than the low cost places, they weren't worth eating. I did like how they offer you choice of doneness tho. Hate overdone meats. Wasn't that impressed with the buffet/ salad bar section either as some other users seem to be. It's nice, but nothing to rave about or pull you away from the meats really. Service was very good for the most part. Place seems to run like clockwork.I had the flan for dessert and it was pretty good, although a tad heavy. Overall: I'd rather pay more and just go to an actual steakhouse to get a really good premium cut, or pay less and go to a lower end brazilian bbq.",3.0,"Dec 17, 2016"
"Ricardo was our server and very nice! The beef was amazing and it kept coming and coming. So tender and delicious, that part was great! The little chicken drumsticks were delicious. The salad bar was different as well. Once I got a small plate from the salad bar, I never left the table because of the meats. I wish I could give this place at least 4.5 stars, but the hostesses were not welcoming or kind at check in.",4.0,"Mar 9, 2019"
Fogo de Chao was an amazing experience. The meats that were brought to the table were each more amazing than the last. The atmosphere was very upscale and it was also a very pricey place but well worth it. As for the service the waiters and even managers were extremely nice and made the experience that much more delightful. As for desserts even each dessert was fantastic especially the creme brûlée I could've eaten 5 of those!,5.0,"Feb 16, 2017"
"Restaurant week 2016This was an interesting experience, to say the least. Our last min opentable reservation left us to dine at 11pm on a busy RW Friday night which I was fine with because I don't mind eating late anyway. Luckily, we called the day of to see if we can push it up a bit and had the reservation changed to 9pm that evening. We learned the hostess was surprised the 11pm opentable reservation even went through... because the restaurant closes at 11p. So imagine if we didn't call....whatever the issue is, they need to fix that glitch with opentable ASAP.When we arrived, our table was super dark! The 1 tiny light closest to use shone in between two tables and since we were by the wall I seriously could barely see what I was eating. Is this meat? Or fat? Oops, I won't know till I chew on it, and then decide if I'm going to have to spit it out. Great. Yea, forget taking pictures if you're at this crappy table. I asked for a candle for the table...to which the reply was ""we don't have any""... Um...YES YOU DO UPSTAIRS by the bar! I can see it from where I'm sitting *eyeroll*Aside from all that, it's an interesting system. First course you're going up to the salad bar for everything non-meat related. The servers will only bring you mashed potatoes, PDQ, and a few other starters. PDQ was fantastic! Salad bar was okay- not too bad. Once you return from the salad bar, servers will come by your table with various cuts of steak, lamb, sausages, chicken w/ bacon (skip this), etc. they'll carve it off in front of you and you use your tongs/forks to serve it onto your plate. A card is also left on your table that helps you communicate to the staff if you want them to come over with more meat. So green means ""keep it comin"" and if you flip to the red side It means ""pause, I'm still working on my heaps of food and/or digesting"". Service: the guys serving the meat were literally the most awesome......Everyone else was so blah- from the lighting issue to waving them down for forks/knives, down to ordering the drinks. Dessert was kinda boring: chocolate mousse or ny cheesecake. Other than that, the restaurant itself is stunning. There are SO many tables too- I don't think it's that difficult to get a rezzie. We saw available tables in the huge dining room throughout our dinner. All in all food was decent. But I didn't love the food enough to overlook everything else. Don't think I'll be back, sorry.",3.0,"Aug 8, 2016"
"I thought this place was average at best..My favorite meat, the lamb chops, were disgustingly gamy here.  The rest of their meats were  of average quality, with the best being their Picanha, or Sirloin.Their sides were very average as well.Not sure why this place gets such good reviews.  I think the recently closed Texas De Brazil was a lot better than this spot, in terms of meat quality, seasoning of meats, as well as sides.",2.0,"May 31, 2016"
